Product_id,Selling_Price
WCKEGGGD2TXHHTJC,200620736839147.34
NKCE7MMGF4PPGNA6,2364175417608171.5
CRTECN2QYTPHK5YQ,1973502178700523.2
OIDEJFCWMMR6JQBE,2757753036588587.5
WATE5HFY4MJX6CHD,8123912784019691.0
DREE4FC4TAR8M5GN,4.768503937736727e+16
HACEGPF9DZVUZBFY,4.417664253103209e+16
PBXE4Q7YF5KUYJYW,1.2703333057165685e+17
SHIED9YEH65NSA8N,5.767593928820759e+16
WATDHMQJ68MVBRFV,5.0490305417309416e+16
HMBEGWTFEV4TF2RH,1231719634103188.8
SHIE2FH7YTVDHFGT,651302080475865.1
CRTECN2QYRY2KWZF,5646500746768377.0
TSHEDJXPN4HNT2UP,3129640144726799.5
SHOECZH5WGBZHZES,332076354562663.06
NKCEDCT9MSAYG6H5,2196733107634411.2
SOCEGGVYBTZPKXVP,1.2005549525047532e+16
PBXECARAQBCDSAZW,322623498847979.3
CAGDU85YDHP9ZJH7,657755167935968.2
TCVEHSMFEGNCAGYN,2155300547294443.2
RNGEDAPFZ2GKRUER,2784007403901035.5
CAGDY9Q7HSNDHGFC,7511435157019115.0
NKCECKHYZVHBQU9F,434438740404971.3
NKCDQSVCRH8W73GF,4379968001514731.5
WATD9H76RKGUUZHY,4.5725286487801064e+16
NKCE5HYVDQVATMKF,462801018690283.3
RNGE9GWMKVHGEYZG,1215127020031723.2
SHOEAGUMMWFABHUT,2422572538658442.5
SWDEGZMPYQGNEBHG,6150852192876267.0
TOPEFDXSHZPHCUAU,3.2418075725442284e+16
CAGDU85Y85GDJGUD,102982756503659.34
CAGE4BQXK3FSTRRS,518315080163563.3
CAGDZVGTV3SMMMBY,2772338038316267.5
BEOEGXRVQPCKJHYC,3192495257914823.5
NKCE9YFBBYBM88DR,589158168469739.4
DREECZGZVWGQM23M,4293582575979901.5
PBXECYF3YHWYG4UN,617290608026859.4
WATEBG8FGBPUPKCV,1.4615386049543148e+16
SHIEEJG9RRDUH9XG,1121354883550443.4
CRTECN2QXAPEWXSF,2133677524846059.2
BRAEE6YMSYPNCUX3,20436934886379.34
WATE9MVXJXHZHEJU,3170301064089835.5
RNGDREYRQQGZAPQM,2355712003834091.5
CTPEGGFSNDQFAAVE,2522990586624747.5
NKCEF2RFAPHSHZZZ,955321403303877.9
TOPDYAZZG5NU7ZBZ,8045132364817643.0
PBXE7QPWMSS5XGPZ,52470674585067.34
PCSECV3FHFAQ9T36,4.7667409719823704e+16
CRNEJB4NBT9BTM84,1578620774080747.2
TSHEHU5RFJCTJKBV,5316694523469035.0
DREECZJC3XBKGDZT,3385255666117355.5
SUDEGGATGYXA9YBC,1.4417657787727338e+17
BRAE8WYHTVZMFFHS,3.0727713542400492e+16
SFFEGZBXTYFSYJQA,2287784160730347.5
ACCEABVYXNHCT8UE,1697701146417387.2
BWLE6SJE9PXGV6DD,4488531258862315.5
NKCDYQ3RHYREHHYV,1034543285150443.4
NKCECDCRWDMZEH2Z,307429098406123.3
SRTEH2F6HUZMQ6SJ,6875946955802859.0
BRAE6KWFGZFXKPPB,6013070524712939.0
HACEJQY5FQRZZUGM,3.242631668070014e+16
CAGEYUXVF2FNARKD,390871320571462.3
NKCE7M3QTHTCGVVF,3250733648094552.0
TOPE8PBFNH9YNHFK,1.4464935854700524e+16
BRAEDQFRZS9QFYTQ,74947201162220.34
HMBEJCMMQR2JHFVP,112706219223787.34
ACCDRFVG52PHVRSK,7023751789605099.0
NKCE7MBR4QRBASDQ,1062939179385579.4
NKCDWBPZNZU5K2QZ,1402222821870315.2
BRAE8HMQATXFHFGZ,1812843550680299.2
MUGEAGGKEGCPWWPN,3603689981831147.5
BKPEGXYWWJPETZZA,2653299573722355.5
SGLEGBV6ZNUJNJS9,2.0404430481589796e+16
CAGEYUXVAKNKDUUV,4474807332868331.5
NKCEDH9ANZGDAUWG,1076852262695147.4
NKCE5EHJHS38BUWB,1169676535172712.2
PBXE9YWGRFUQXHQH,3.4717381995374028e+16
SHIE3QDHP5RDGMZY,596670244811243.4
RNGE9HDVMPVBYPGJ,1061141188575467.4
SCHE4YSTCUUSJWCK,268257657717995.34
SNDEGGTV9XERMGHH,1.0219590485327084e+16
PBXE92XFUMB7QWY6,1.1843342921471212e+16
CRTECN2QYK2R2PUS,904511907610971.4
TOPEEEPVYHHF9HGW,1178021295160555.2
MUGE8F5RDEYMH4YH,1037969856006379.4
NKCE52CSJ2GUY64G,50938106452843.34
SHOE2K68QHZ3DWZF,1833695914087659.2
DREE9YJHZZHWHAU7,1557484575507933.8
NKCEACYSHS4MGKGY,2.9438947255477484e+16
CAGECT64KH6CZVMR,5.41824169542218e+16
WATD9H76RG5FQT5Y,1.6224169768009238e+17
NKCE5UY97ACC9QAZ,2404188203666667.5
LJGEG6UPBW8GKPRD,7148543369637611.0
PBXEBFGFRM5797BZ,1176298469357411.8
RNGEAY8GRWYMYSAK,2217184844834616.2
SHOEF9G8WTWGAAFB,3263113907854315.5
PBXE5ZJZSAC73ZED,1.2051971649214036e+16
NKCEYYX9HJWJXAA8,816714091858667.4
CAGDTFSHTF6TRBFZ,1506445804975683.2
PBXE6E6YDZDNVKQH,46042038932.66004
TROEGNQDQNGN99PJ,1247455262014187.2
CRTECN2QXC68CTUM,3144937236902123.5
CRTECN2QZNXTGGXG,2095703457788019.2
VANE4VND2XHZRCNT,3001932770971115.5
NKCE8SESMHF2VSRM,926993621993286.4
SHOEBYY4ZDWGQGEW,2.209486354498174e+16
NKCEB7935AJSADGR,2191696708094187.2
SHIEBAXYS3FUTX8Z,6648480312192235.0
NKCE2YCPKAPWDH8C,1361275626847297.8
FABE92NVHZHSFHGT,551405858189547.3
SHIE93YGTRAV6XTW,2948278245602539.5
CSOEGTPR39XZHZJY,1964552080192132.2
WATE5HFYHPFHRCHY,1.5339923904643308e+16
BRAEBHCHY6VVRNRQ,83437503783659.34
NKCE5QPMUZRQFDAZ,107112687183339.34
NKCE9ABEE5HDWZSM,2500559248059627.5
SHOEJCZ28JFRY9RR,1.1229154601158892e+16
PSLEAVTQQXEXZYYZ,1538139011464427.2
SHOE66V8UMNGZKYM,13200785858411.34
SHIE5HBGWKWJWFRA,539141199302379.3
TOPE4HXDZHPR9K2C,160308657988587.34
BRAEBCTWGWYRWXHC,2251958896815339.5
TOPE6ZCJBVZY3HBH,5439562879412354.0
CRNEG7BKMFFYHQ8Z,1990191792637163.2
SHOE7DJBEPYGQPHF,972012294019819.4
ACCEHY86UG6B63AZ,1596414879491406.2
BLBEJR23J2CTPFAU,2.0549744804756204e+16
ACCEEV5V5VD5DR9C,5433753387433195.0
UMBEJZFHE285UEV2,3054028208271595.5
SHOEBN3FFYG75P3D,1632917273631211.2
NKCEFGFURYNWH2DR,673904911084449.4
ETHEJG7NW4M4AFCZ,4832001535550699.0
SWSE9UH4KXCHZHRJ,1841537477516779.2
CRTECN2QZ7XUGBR6,1415817105205483.2
BRAEDNX2NHZX5PKN,2.7821149112144948e+16
BRAE73KFJGNSP2NP,731453226921499.4
MAHEDFPZVKF79JVQ,1342937686208235.2
NKCECRQY6MGHBPQ3,1.1077905450398716e+16
CRTECN2QYYWUXHRP,507755301043839.3
CPCEKY4TKBYFE7PH,2747487988469995.5
TOPEA8HNSZB8VGUR,328171676077035.3
TOPECJZ4ZDXQZB4A,1735495978783979.2
SHIE92XGJHG4HH5E,3460708883217643.5
CRTECN2QVSZXUG7X,3577567480648801.5
BRAEBBYRUSRHZD34,1.0953850550915308e+16
IFPEE76BG92E5SVS,2405166004852971.5
CAGEBZ7UGCZZHVTE,150169150456555.34
CAGE3GFTPMNXPZAG,2158782159241195.2
SWTEDX3KRCTNHUGY,2785612555106539.5
BBAEFKXVXVM8SYZW,9654807759090472.0
PENEGZ6RHFWHX7JX,36354074650586.28
ETHEGFZFQT7ZCH3U,461823483673400.56
TOPEE2FFAXQGSUZH,2885156966563607.5
CRTECN2QWAGCHYGC,1087800170403563.4
SNDEJGWQSWNHXXA3,4.1322864117681384e+16
BHGEGTAVKNNCPUGG,3.3621867273332476e+16
BBAEGNUNHHZEYSPD,1297329623651563.2
NKCEANMPZYMHYEA3,318507233974763.3
RNGE88Q9FH632SHU,1.0971815306971372e+16
SNDE7PY9TG8P7YYR,14321808119531.34
SNDEHZQ7YZAHAZYP,2098427982021304.2
CRTECN2RDAKXQHYH,550470452391659.3
SNDEAVZ4MSGYFBUD,3.2841694871757036e+16
RTRDWBPC23ZAYMSE,6.9879873381578984e+16
PCSDYQEW5ZMFBVFQ,2.9089662526917868e+16
DREECZJBH8KGCZHT,1.1748409091646036e+16
CAGED654SQMMADH7,148303106823147.34
MFLEYGFH8PFBVRDG,1890996282068794.2
SHIEBWNUURZ8BWDZ,1175270382168299.2
BRAECTFYXKNAVFAN,3417329682424043.5
BRAECBVGHCB2FN49,1488572776679659.2
SHOEHX7CGSEMUENU,1942653414662559.2
CRTEB774NHSDW3DV,1148152876442475.2
VLBEGZ7SZFZBUGBZ,3351589180189931.5
BRAEGJFXGYFPGHYG,1320636541226731.2
ACCEGKG4S4B7QGGT,305419899379691.3
BBAECKHYXGE3VJXB,100008097231083.34
BBAEDVYSEN75YZZ7,4570562408430827.0
RTRDYZCGGJFBU6XM,484917281000171.3
CAGEBTJBB5X8GCF8,2477473451149547.5
HLUEJQ3UVGNXSPZG,5759494341504235.0
NKCE8RB5WSWKJPFR,5609092744752107.0
BRAEDFYYKNGBGPF3,6234576891782119.0
SHIE2CAJP6XBWPU2,848808621062506.9
SHOE2GUJW6XNFG3W,3138224602413291.5
TWCEJFXHGDSG5XZV,5010822041216235.0
NKCE9Z2JYUYZ2JZ3,1.2776484079492683e+17
WATE54YZWYXR6Z7J,9.257069171867877e+16
SWTEEYFFFRWGKZR5,1.1090291139652332e+16
NKCE6NHRGQJHWFDK,1700480163667326.2
NKCEYM3B6ZP3YSQQ,888883939569899.4
PAEE8AHWJWMDAXZU,2.1540818243429612e+16
RTRDZK8XCUEKZDFZ,1612414827042795.2
TOPEHZMHJHEMRDHY,557464534374123.3
NKCE9AZMPE3PJPEW,1.1948485316300012e+16
BRAEAR7WUYD3CZAT,186873924131307.34
BRAEG7AYZAQBS3EH,1.7577951469478124e+16
BRAEDQEEYYH4WRQK,3747627739702507.5
BRAE4F8NCQJFTGEZ,1.0048902559900396e+16
MUGEACY87HUCUYCD,639653824491243.4
BOTEDSEN9ZSFUUAQ,2581031696860395.5
WATE3GEYE8JQT7WM,3078046671017195.5
TOPEB96CYHMPMDKH,1029193707839339.4
NKCE5QGT7GFDSUZK,330117984520427.3
VESEGZRVWZEYTVMG,7495166681701799.0
SCHE4YSTHJSYEJHJ,397057015531755.3
KLSEGT5ZUGR9FQXE,3558223348223211.5
NKCE79CGHYMSS7GH,534110154969835.3
JEAE8CZGJ8PGGHRQ,8718660443393771.0
SHOEC8QGWFF2VXAN,1478902475075563.2
SHIE6G75RNDQSGUQ,129237716377737.97
SHODZ5YHTEHZTR3V,1051333162952259.4
ACCEKFVVZJMTYWPK,639954781767403.4
DRPEHGFFGQTXK3E3,292369232422952.06
CRGE4XJBHZGHJYGU,5575244090399979.0
NKCE9Q93F3HJYGZT,387296799166699.3
SNDEGJFV5J8CTGJV,8189546609564907.0
SUDEHYGUMT6UGYAR,513530872572139.3
RNGE7M92HQECSUYG,3700130549684459.5
TOPE7ZHYDE2MKNHF,1276492263313272.8
NKCEBHGBEABMWDKA,2581669798555355.5
PACE7ZNHBP4FASAQ,333575864284907.3
NKCE7A3XXTTBHHC6,1227992102154856.8
WCKE2TFYTHBHTP5B,2116136867958696.2
BRAEDTPDZSCRZCYG,1.5939977691219692e+16
SHOEBKEYSKS87GKG,3630145318390763.5
CAGDUGFYGG2KWWK7,7.64021544379791e+16
SHODZDAE6FKCC8AH,656146999905003.4
SGLEGBV5STVHGKTD,2864139777938667.5
RTREBVK9HX8XJH2T,767342643556587.4
PCSEAKVBGC7CJQZT,2.3441347103532268e+16
MATEB88T7MVJGSG5,2431652093235435.5
WATDJYPXKHPPNGQK,8994340583047403.0
BRAE8QNFFGWGG5MY,154622709017272.16
NKCDWBPZZSYWKHE9,305312167259427.25
USGEJPQHT8YPZ7D8,658318248276203.4
NKCEFKBYHXQ8VVF8,591805812276843.4
SHOE4JCEZDRSHC4S,709033921038260.4
ACCE9E2RT56M3GSU,1044971883258091.4
CRTECN2QXQGJ7JZD,804131584176363.4
TOPEBS26V3JRYSF3,1949031070293611.2
NKCECZNMRRVZ9YWF,79588411513067.34
CAGE75QCGVXYV78T,2510214511493696.0
WATDG9F74GYWEH4U,7.639072223796146e+16
BRAE3WVQPYSZ54FF,1.8244965764684524e+16
SWSEBHCP9JC4GQKT,1315833850621785.2
MUGEBJ7XAFVH25VD,170661164112875.34
LJGEATZRDCFAJGYZ,2655093417555367.5
BRAEBXRB8GFZ6HM6,864257723799766.4
RNGEDAPFZWSSMHYW,4792092227181803.0
DREEHFABXP5AUZA8,1643765376542697.2
RTRDFFYGJ4GNRSHQ,1.7158287173802964e+16
CBREFYM9TSSUHJSQ,1267360502696683.2
PBXE6EF4PSJX9WXH,7616067523264491.0
CRTEHSS9UZJZYMZD,1811079748004587.2
DRPEHYHG9YYHD2HH,1057185184539371.4
CAGE9AGR4VWWTDY4,5.5741295419625976e+16
AVCEJCJQWBYMNPGU,418714027726571.3
BRAE7T3WADAJU4ZS,655576565023851.4
TPYEGGUFSKXJFYY5,1.2883376561839634e+16
SUDEHYGU4GE9UCXJ,1.3472975506450156e+16
FABEB2TXH4MGQC2H,3200649309955468.5
NKCE9G2BZAGKXPGY,1413107647631869.2
TOPE8H5DJWGAY2CD,2.1166203935248108e+16
BBAEGGF3HF3ZPBVG,105364282995179.34
ACCEC87TREZYJJPE,3152609708446967.5
DRPEHYHMEZHDYRK5,673300130229995.4
NKCE5VAAPVP5DGMZ,563192153689323.4
NKCEBZN92EJ7PDFH,406252358630635.3
ACCDXFPYT58AGGAF,5261254834061811.0
MUGEGZUHX744RFEN,3011392827992117.5
RNGE8Z3KSHGCMSCP,2466899435261311.5
SHIEYZ3F3QWMYNEC,1188485348204779.2
SHOEJCZ2JNGJSPEJ,6.0234032004316984e+16
CRTEB774RSGGQZ9U,916517511416043.4
BRAE8AJZW5QBNWAZ,390495997187819.3
CRTECN2QZ8CWZEFZ,1932002485160171.2
SHIE9FMZAH4U4H6Z,278799676843755.34
CAGE68FFYRMDRF3X,9518876192562644.0
NKCE3GNVPGUYY8AZ,1158283714518251.2
PCSE4ZQ8TRUZDMEU,118792514007787.34
PACEC89YGNYZCMC4,11275172710315.34
NKCE9YX24KHRDNHG,1246697781009988.8
FABE88MGUBPCQWR8,211092529066931.84
ACCEH74HAGTY6W8P,3147931926652139.5
NKCECGVARVRMARSS,2.640420618290794e+16
CRTECN2QZXFVEPGG,4365945153965971.0
NKCEC8AZQUFGUXGH,304641814759147.3
SHOED6C5ZGCBKTP2,785658306850795.4
RTRD7HN3BBE7G9YT,513070866483203.06
ACCEA8JPDNTF7NZN,2.568120989310078e+16
NKCEBHGBAFBCXXYC,21647102545259.34
PCSEC86VGEWVKHWZ,5.3296271652478184e+16
SHOE3URGYEVZ55GD,1313756291833067.2
NKCE9PFFQHU7GTU7,5.3794241884637416e+16
CRTECN2RCH9CG4SA,2270511007658219.5
TSHEHU5RWUGEAJFE,5359785473844971.0
PBXE92G5YEA7JAHZ,2490031424134877.5
ACCE8XUCYRB9ATHZ,851487960781547.4
CRTECN2QWEDYMDNQ,88663730580.66003
PTPEYCF7GZU2T54E,134526372614164.84
SHOEC9FZ3BAF7ASF,1279643184646581.8
CAGE7DSFQGVEGHC8,4532940171892857.0
SHODUMFYWTPDYNX6,2083390201860331.2
ACCE6P3BBZD72UJ6,1999309583711051.2
NKCEFG3CHGEHMRTD,398314072752758.3
RNGEDAKBYYVCFWZP,4947952078558443.0
TROEGZ65YHBQKG9T,9448090715340470.0
BRAEDSKCXVNYXGA6,1.4239242599136748e+16
NKCE9ZVGMHZVTF2D,1192752923667870.2
WATDUKHHH4SQXDAK,2077589855006955.2
CAGE745BJ67RZCRR,2342003201092648.5
PCSEAKVBNSFWGBGE,8405482632030955.0
TSHEHV9TPRUBUENE,2364622306318059.5
SHOEY8RMVZV3UY3A,1664133608018847.8
TOPEGWUTW6GWYSBE,235023316510699.34
ACCDQDYBYVQZNHCH,1.0288389459839212e+16
MUGEBFGF6MDQGHBG,4043279339924203.5
CAGE6HHHUHFQSAPW,1092244808231659.4
RNGE7GVYAP66GRDD,1142082460224747.2
PBXE5SUCYEBBSFXJ,7.695411766467626e+16
BRAEBBMQZBZHCFAJ,1637913548852971.2
BRAEAC839PBQV9KF,27675285599893.168
BRAEAW9HT2EUZD3X,135748624309851.6
SHIE2QTSMSXF9QAH,1048235587227113.9
RTRD6FYYWFHEYJYE,1658387463088553.2
CAGEFPY9ZSFFNVAW,1.4785323135931628e+16
ACCEGKTSGJEEVTZ4,6125224965426411.0
AIREDJCGZN2HKZHJ,502294516636139.56
BRAEA5MZ8VZHNGGH,5274789896568043.0
CRTECN2QX53WHTKZ,400346299391467.3
JWSEBCY4HDWGJZBT,6.350838782230039e+16
BRAEB2ZTVYY3UKWA,628685070174059.4
WATDZMBRPYAYTP4G,1.5578079781439724e+16
TOPE7WAUFEYYDXKG,3.1312917674105068e+16
TSHE4DTF53HPYMU4,1228520841030891.2
BLAEE3YXZGWWT8UD,4009336872235243.5
RNGE7M925YCWZZRR,3599633226309741.5
BKPEGXWHXG4GZWET,38216656244615.0
RTRE8GJUFNETVUMZ,2986073310414059.5
SWTECXPHFVTHWJF7,4.7975394443295384e+16
SHIECKYBNNY2BNZD,840738372952811.4
WATE7GP3JZMFEGZG,2.1508170363655404e+16
CAGE68FFHZRTSZS5,3110042274473195.5
ACCEGYP2TMX2NUPH,6591565125293299.0
NKCE9YFBBNJ82UVB,2847516053159147.5
HMBDRUCNJSJQRRGC,1.068595236520574e+16
CAGE3GFTQ3UHZ4TC,2913752721523179.5
NKCDTAXF2EYZ7MP8,1560884750885316.2
LJGEYSUNTPQZG4ZG,59243035258347.34
TOPEGF4KEGGVMSXX,2317615627546859.5
TSHECQKNFFER2ERM,1722724374107371.2
PBXE9YWGTS7NGYKT,497458996352251.44
WATDZ5HGXEYDHBWD,3.138032203381097e+17
PRCDVFAFM2FPJBMZ,48831811500234.78
PTPE2F33QGYXMHGW,781828716480104.9
KRTEJCZ4M7FD3NJS,519447501980907.3
NKCEAPCYFBP4UJ3V,837240221070315.4
CAGEBTJBRFGAUQQB,2300108589671147.5
MUGEAGGKZFYBUMP9,530571564556011.3
ACCEAZCVGGGWZGKU,1740769751140587.2
CRTECN2QVV7UJQNH,1702840160738019.2
NKCDXEGWS7VWXSEJ,620868044631275.4
NKCDY44FMPNQHFFN,1.480493014271102e+16
NKCE8JXS2AAKUGGD,817192238017771.4
RNGE88FRWWZECGGM,6847203135444771.0
BRAE7GU9K3E2PWGC,1196266793792747.2
VASEHU9W3N9RDPGZ,1.816917809885822e+16
PCSEC86VSX45XVZS,1.0833141966766514e+17
NKCE49ATF8BFHDVP,1.9008209695296236e+16
KTAEHETVCXXZRXGK,8.58128559390579e+16
KTAEHE9HAED4VUQB,5587355202502847.0
PACE472CMNPGQY2W,1095066313626859.4
NKCEAPCYFTHYVARD,833205023941867.4
SHODPH4GZWVXE5RB,3186195516251371.5
BRAEB3KBY393GUHA,4.3665975296330984e+16
BRAEB2S8RZZRXMT3,197572304870471.6
PCSEAH5WWRYGEVGZ,6.7984015380083944e+16
NKCEAVZ3C9CRDB6Z,773730989548267.4
RTRDZTF9URF2UFPF,1.135456908390014e+16
CAGE6HYJDNZJVADS,1767939351416214.2
SWSEBHCPZGHMBKJY,700782999929257.4
ACCDQGVSDZ92ZWGW,957674437575894.9
NKCE4CSZUZWHUTFS,1099198621932523.4
ACCEGKFHRFGN6XZB,3639812264933611.5
BRAECGQ4GW73HJFV,32964759244672.332
CRTECN2QXZ9ETCGB,514279284965099.3
MUGE6A5HZUJ924WH,493293466321387.3
BRAEE6YMK83RB9MZ,3488735457950187.5
TMLED6G5MJQGNZHS,1324102628961003.2
NKCEFGFUZURHNH6R,432074044702443.3
NKCE7ZPRQX9SBZXN,340880892488333.3
VANE3KUFUXF2CVHU,2351940826932459.5
NKCED6EYN4ZPK9AA,6666947923476715.0
RNGEDF5HDGKZGA3T,9319996795561708.0
ACCEAZCVVFPBJAGB,5823460734345195.0
PBXEDCSE8CHTATYY,1549589332760278.2
TOPEFYB6HRPPCD8R,6248561763222763.0
RTRDTSBQW94HJ8VT,12828471341931.34
NKCEYGTGJ65HSJ9Y,129986689373871.34
NKCEFFFPGEJSTBJP,698671232196203.4
NKCDYASFYGXZESTM,1319239655107563.5
NKCE6SR4H3EHXWNA,697170667654445.4
AUDCY8T7KPEG3ZZF,3713215766978795.5
NKCDWBPZCHZEYT7S,1433484888097515.2
NKCDYARBFFBQYKFH,573308273613455.4
TOPEBZYTWUYMJXSG,6781484527366379.0
DRPEG3ZH7GJFFZDM,1.105468007665022e+16
SNDE6KNAQN3GFRQG,5168236181661679.0
WFCEHYZMGJQWVVZU,1.8221609285238508e+16
ACCEGZ6BRBTGQWZY,826078988142789.4
CRTECN2QXH4N9WZS,1172417098768107.2
PTPDZYCEDURXTYRF,128497028500971.34
ARPEEMC95HMYAJNH,2274082015642859.5
SFFEGKYYDWTZTEQC,1059391463738603.4
PCSEC86VCFQYV6QG,3271710164022817.5
BCHEHYMBZQ8ABUUY,191210394986042.12
RNGE87FCQJ9GRKWZ,1966308013438914.2
NKCE5ZHWX6Z8PBFH,400523785876715.3
BRFEJYHNGYSX9T9D,1926299791549712.2
TOPE7ZHYQFFHPCBX,2010965420829853.2
CAGED6YFBH8NZQM8,4914867628105451.0
STREDF58JH3GQZF9,181200334723136.72
BRAEA5MZDQKHUQCT,1263349889741194.2
MUGEBFGF6ZUHKH4C,213012337643.33997
CRTECYY4GFDJFKBD,5069779028102747.0
WATDZRZGZAM7HDGV,4.8251818227457256e+16
CRTEHSSCVTZ3DB72,3.956651193881316e+16
NKCDXZGUZKNYVXG9,5.6699733442841944e+16
TOPEBN6MZNGGZEMY,1.4630526770072854e+17
MUGEACY8VQRMM4FX,355362594533099.3
NKCE5UY9HQTQ8TBG,2.054067263399398e+16
SCHE4ZYTVE8DY5PP,2631415495249101.0
RNGE9GWPJH9MMNWX,3899507822885099.5
CAGE8FG3CYVFG2GM,529370926520555.3
SHIEHXZMQPC4GT6F,4165116535992811.5
ACBEHDU9Z9DGZP9Z,1581705364036843.2
BRAE6KWFPZWJ2FHH,754212908514283.4
TSHE8CAWEGE3CUPM,3457637971451115.5
SHIE9J6PFGP9DZAH,1292920967540178.2
CAGEYFZWNCKDDXXQ,8697586846371563.0
JCKEEABZDWF9VU7N,8205405945116759.0
SOPEJ7SCRS3SKFGP,6518783135019755.0
WATE9MVXHMTCFZSP,6093895142083819.0
CRTECN2QXMXFUYRD,230270296151339.34
RNGE96Y49HCWGUGH,6149758063834859.0
BRAE9RDQYNWZBYJF,80810095828715.34
RTRECFHX3TDFD9SP,9328716215973100.0
BRAE59YTMB36ZVFG,8372419733761143.0
ACCEGZ6B9MYUTYST,2597401538586973.5
SHIEF8DUHZJP8MVC,2051196161531115.2
LJGEG52SCZ5WZBKZ,4852970258240398.0
SHTECN9HDECRYPF8,6492239886042767.0
CSKEH3JPF4EJVBSF,9026157696023788.0
BRAEBBYRYT9WDJRQ,29932606688747.34
SFFEGGJYFJWAV4HV,536549648835307.3
CBKEHGUY3GEHDSFY,3120251660219627.5
NKCE73V3DADAVHDU,857361228646123.4
TOPEGF6QDCGCHHXY,5199216339491051.0
RNGE3YSWFWYYHNCA,2.1433372230063852e+16
NKCE8HSQJQBPRSGY,3594584007880939.5
CAGDU9C3QVCBMQKQ,497322373795051.3
BRAEDQDFMNC6MQZW,6441683038641643.0
SHOECB92BGNGSZGZ,1183753498484459.2
